Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date Plantation;Date Arrachage;Porte Greffe;Sup Debut Camp;Sup Plantee;Sup Arrachee;Sup Fin Camp;;
21/22;SOUSS;Qrarma;CLA;CLA15;21030;TR21030;03/03/09;30/09/50;PG6;1,0639;0,0000;0,0000;1,0639;;
21/22;SOUSS;Qrarma;CLA;CLA15;21040;TR21040;01/10/10;30/09/50;PG7;2,1419;0,0000;0,0000;2,1419;;
21/22;SOUSS;Qrarma;CLA;CLA15;21050;TR21050;01/10/10;31/01/22;PG6;0,9212;0,0000;0,9212;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA15;21060;TR21060;02/07/10;30/09/50;PG7;0,8041;0,0000;0,0000;0,8041;;
21/22;SOUSS;Qrarma;CLA;CLA15;21080;TR21080;01/10/10;30/09/50;PG6;1,0308;0,0000;0,0000;1,0308;;
21/22;SOUSS;Qrarma;CLA;CLA15;21090;TR21090;04/07/09;30/09/50;PG7;1,8523;0,0000;0,0000;1,8523;;
21/22;SOUSS;Qrarma;CLA;CLA15;21110;TR21110;10/07/09;30/09/50;PG7;1,1035;0,0000;0,0000;1,1035;;
21/22;SOUSS;Qrarma;CLA;CLA15;21120;TR21120;28/03/10;30/09/50;PG7;0,6964;0,0000;0,0000;0,6964;;
21/22;SOUSS;Qrarma;CLA;CLA15;31020;TR31020;01/10/10;31/01/22;PG6;0,8460;0,0000;0,8460;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA15;31030;TR31030;04/03/09;31/01/22;PG6;1,2251;0,0000;1,2251;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA15;31050;TR31030;02/03/09;31/01/22;PG6;0,6906;0,0000;0,6906;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA15;31060;TR31060;31/05/10;31/01/22;PG7;0,5927;0,0000;0,5927;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA15;31070;TR31030;06/03/09;31/01/22;PG6;0,8064;0,0000;0,8064;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA15;31090;TR31030;07/03/09;31/01/22;PG6;0,5297;0,0000;0,5297;0,4000;;
21/22;SOUSS;Qrarma;CLA;CLA18;21070;TR21070;22/08/15;30/09/50;PG6;0,8210;0,0000;0,0000;0,8210;;
21/22;SOUSS;Qrarma;CLA;CLA18;51020;TR51020;22/07/09;30/09/50;PG2;0,7020;0,0000;0,0000;0,7020;;
21/22;SOUSS;Qrarma;NOA;NOA1;11080;TR11080;01/02/08;28/02/22;PG7;0,7750;0,0000;0,7750;0,4000;;
21/22;SOUSS;Qrarma;ORA;ORA2;11100;TR11100;01/02/54;30/09/50;PG5;1,4920;0,0000;0,0000;1,4920;;
21/22;SOUSS;Qrarma;ORA;ORA2;21020;TR21020;01/02/70;30/09/50;PG5;0,9850;0,0000;0,0000;0,9850;;
21/22;SOUSS;Qrarma;ORA;ORA2;31010;TR31010;01/02/85;30/09/50;PG5;0,7420;0,0000;0,0000;0,7420;;
21/22;SOUSS;Qrarma;SPA;SPA11;21050;TR21050;05/08/22;30/09/50;PG7;0,4000;0,9227;0,0000;0,9227;;
21/22;SOUSS;Qrarma;SPA;SPA11;21100;TR21100;04/08/22;30/09/50;PG7;0,4000;1,9169;0,0000;1,9169;;
21/22;SOUSS;Qrarma;SPA;SPA11;21140;TR21140;04/08/22;30/09/50;PG7;0,4000;1,1031;0,0000;1,1031;;
21/22;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/07/17;01/10/50;PG7;1,0050;0,0000;0,0000;1,0050;;
21/22;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;25/07/17;30/09/22;PG7;1,4890;0,0000;1,4890;0,4000;;
21/22;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;25/04/18;;PG7;1,6000;0,0000;0,0000;1,6000;;
21/22;SOUSS;Ouled Abbou;SPA;SPA5;21021;TR21021;23/07/17;23/07/50;PG7;1,1572;0,0000;0,0000;1,1572;;
21/22;SOUSS;Ouled Abbou;SPA;SPA6;21121;TR21121;16/03/19;;PG7;0,6973;0,0000;0,0000;0,6973;;
21/22;SOUSS;Ouled Abbou;SPA;SPA7;21081;TR21081;16/04/18;;PG7;3,4000;0,0000;0,0000;3,4000;;
21/22;SOUSS;Ouled Abbou;SPA;SPA7;21101;TR21101;19/03/19;;PG7;1,0357;0,0000;0,0000;1,0357;;
21/22;SOUSS;Ouled Abbou;SPA;SPA7;21111 ;TR21111 ;18/03/19;;PG6;0,8184;0,0000;0,0000;0,8184;;
21/22;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;19/04/18;;PG7;2,8300;0,0000;0,0000;2,8300;;
21/22;SOUSS;Ouled Abbou;SPA;SPA9;21091;TR21091;06/08/18;;PG7;0,7000;0,0000;0,0000;0,7000;;
21/22;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;26/07/17;25/07/50;PG7;0,5271;0,0000;0,0000;0,5271;;
21/22;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;20/07/17;01/05/50;PG5;1,8670;0,0000;0,0000;1,8670;;
21/22;SOUSS;Ouled Abbou;SPA;SPA11;21042;TR21042;01/07/21;;PG7;0,7933;0,0000;0,0000;0,7933;;
21/22;SOUSS;Taroudant;AF;AF1;21040;TR21040;01/05/22;30/09/50;PG7;0,4000;1,5664;0,0000;1,5664;;
21/22;SOUSS;Taroudant;AF;AF1;21050;TR21050;01/05/22;30/09/50;PG7;0,4000;1,4692;0,0000;1,4692;;
21/22;SOUSS;Taroudant;AF;AF1;22040;TR22040;01/05/22;30/09/50;PG7;0,4000;1,4883;0,0000;1,4883;;
21/22;SOUSS;Taroudant;AF;AF1;22050;TR22050;01/05/22;30/09/50;PG7;0,4000;1,3374;0,0000;1,3374;;
21/22;SOUSS;Taroudant;AF;AF1;23040;TR23040;01/05/22;30/09/50;PG7;0,4000;1,4454;0,0000;1,4454;;
21/22;SOUSS;Taroudant;AF;AF1;23050;TR23050;01/05/22;30/09/50;PG7;0,4000;1,3562;0,0000;1,3562;;
21/22;SOUSS;Taroudant;AF;AF1;24020;TR24020;01/03/22;30/09/50;PG7;0,4000;1,4214;0,0000;1,4214;;
21/22;SOUSS;Taroudant;AF;AF1;24040;TR24040;01/03/22;30/09/50;PG7;0,4000;1,4200;0,0000;1,4200;;
21/22;SOUSS;Taroudant;AF;AF1;24050;TR24050;01/03/22;30/09/50;PG7;0,4000;1,3630;0,0000;1,3630;;
21/22;SOUSS;Taroudant;AF;AF1;27020;TR27020;01/05/22;30/09/50;PG7;0,4000;1,4102;0,0000;1,4102;;
21/22;SOUSS;Taroudant;CLA;CLA1;24020;TR24020;01/06/20;28/02/22;PG7;1,4214;0,0000;1,4214;0,4000;;
21/22;SOUSS;Taroudant;CLA;CLA1;24040;TR24040;01/06/20;28/02/22;PG7;1,4214;0,0000;1,4214;0,4000;;
21/22;SOUSS;Taroudant;CLA;CLA1;24050;TR24050;01/06/20;28/02/22;PG7;1,3643;0,0000;1,3643;0,4000;;
21/22;SOUSS;Taroudant;CLA;CLA1;27020;TR27020;01/06/20;31/01/22;PG7;1,3765;0,0000;1,3765;0,4000;;
21/22;SOUSS;Taroudant;CLA;CLA4;10030;TR10030;01/02/16;;PG7;4,0734;0,0000;0,0000;4,0734;;
21/22;SOUSS;Taroudant;CLA;CLA4;10031;TR10031;01/09/17;;PG7;2,4783;0,0000;0,0000;2,4783;;
21/22;SOUSS;Taroudant;CLA;CLA4;23010;TR23010;01/06/20;01/07/23;PG7;2,5251;0,0000;0,0000;2,5251;;
21/22;SOUSS;Taroudant;CLA;CLA14;10010;TR10010;01/10/99;;PG5;2,5557;0,0000;0,0000;2,5557;;
21/22;SOUSS;Taroudant;CLA;CLA14;24010;TR24000;01/10/01;30/04/23;PG2;2,5254;0,0000;0,0000;2,5254;;
21/22;SOUSS;Taroudant;CLA;CLA14;25010;TR24000;01/10/01;30/04/23;PG2;2,6765;0,0000;0,0000;2,6765;;
21/22;SOUSS;Taroudant;CLA;CLA14;26010;TR24000;01/10/01;30/04/23;PG2;2,7549;0,0000;0,0000;2,7549;;
21/22;SOUSS;Taroudant;CLA;CLA15;21020;TR23000;05/07/10;;PG6;1,8594;0,0000;0,0000;1,8594;;
21/22;SOUSS;Taroudant;CLA;CLA15;21030;TR23000;05/07/10;;PG6;1,4901;0,0000;0,0000;1,4901;;
21/22;SOUSS;Taroudant;CLA;CLA15;22020;TR23000;05/07/10;;PG6;1,8350;0,0000;0,0000;1,8350;;
21/22;SOUSS;Taroudant;CLA;CLA15;22030;TR23000;05/07/10;;PG6;1,4714;0,0000;0,0000;1,4714;;
21/22;SOUSS;Taroudant;CLA;CLA15;23020;TR23000;05/07/10;;PG6;1,4800;0,0000;0,0000;1,4800;;
21/22;SOUSS;Taroudant;CLA;CLA15;23030;TR23000;05/07/10;30/09/30;PG6;1,4541;0,0000;0,0000;1,4541;;
21/22;SOUSS;Taroudant;NOA;NOA1;25020;TR25000;01/10/04;30/09/30;PG5;1,4055;0,0000;0,0000;1,4055;;
21/22;SOUSS;Taroudant;NOA;NOA1;25030;TR25000;01/10/04;30/09/30;PG5;1,4055;0,0000;0,0000;1,4055;;
21/22;SOUSS;Taroudant;NOA;NOA1;25040;TR25000;01/10/04;30/09/30;PG5;1,4055;0,0000;0,0000;1,4055;;
21/22;SOUSS;Taroudant;NOA;NOA1;26020;TR26000;25/06/10;28/02/22;PG6;1,4900;0,0000;1,4900;0,4000;;
21/22;SOUSS;Taroudant;NOA;NOA1;26030;TR26000;25/06/10;28/02/22;PG6;1,4900;0,0000;1,4900;0,4000;;
21/22;SOUSS;Taroudant;NOA;NOA1;26040;TR26000;25/06/10;28/02/22;PG6;1,4764;0,0000;1,4764;0,4000;;
21/22;SOUSS;Taroudant;NOA;NOA1;27010;TR27010;01/10/01;30/04/23;PG2;3,9721;0,0000;0,0000;3,9721;;
21/22;SOUSS;Taroudant;ORA;ORA11;26020;TR26020;01/03/22;01/01/50;PG6;0,4000;1,4890;0,0000;1,4890;;
21/22;SOUSS;Taroudant;ORA;ORA11;26030;TR26030;01/03/22;30/09/30;PG6;0,4000;1,4890;0,0000;1,4890;;
21/22;SOUSS;Taroudant;ORA;ORA11;26040;TR26040;01/03/22;30/09/30;PG6;0,4000;1,4764;0,0000;1,4764;;
21/22;SOUSS;Taroudant;SPA;SPA1;22010;TR22010;01/07/08;30/09/30;PG2;0,8992;0,0000;0,0000;0,8992;;
21/22;SOUSS;Taroudant;SPA;SPA1;22011;TR22011;01/05/20;;PG2;0,8992;0,0000;0,0000;0,8992;;
21/22;SOUSS;Taroudant;SPA;SPA1;22012;TR22012;01/07/08;;PG2;1,3792;0,0000;0,0000;1,3792;;
21/22;SOUSS;Taroudant;SPA;SPA1;22013;TR22013;01/07/08;;PG2;0,7456;0,0000;0,0000;0,7456;;
21/22;SOUSS;Taroudant;SPA;SPA1;22014;TR22014;01/07/08;;PG2;0,7840;0,0000;0,0000;0,7840;;
21/22;SOUSS;Taroudant;AF;AF1;13410;TR13410;01/03/22;;PG7;0,4000;4,2040;0,0000;4,2040;;
21/22;SOUSS;Taroudant;AF;AF1;14211 ;TR14211;01/05/20;;PG2;3,4120;0,0000;0,0000;3,4120;;
21/22;SOUSS;Taroudant;AF;AF1;17110 ;TR17110;01/05/22;01/05/50;PG7;0,4000;1,0516;0,0000;1,0516;;
21/22;SOUSS;Taroudant;AF;AF1;17210 ;TR17210;01/05/22;01/05/50;PG7;0,4000;1,7403;0,0000;1,7403;;
21/22;SOUSS;Taroudant;AF;AF1;17310;TR17310;01/05/22;01/05/50;PG7;0,4000;1,4160;0,0000;1,4160;;
21/22;SOUSS;Taroudant;AF;AF1;18110 ;TR18110;01/05/22;01/05/50;PG7;0,4000;2,2612;0,0000;2,2612;;
21/22;SOUSS;Taroudant;AF;AF1;21410;TR21410;01/11/21;01/11/50;PG7;0,4000;3,7422;0,0000;3,7422;;
21/22;SOUSS;Taroudant;AF;AF1;22110 ;TR22110;01/05/22;01/05/50;PG7;0,4000;1,7212;0,0000;1,7212;;
21/22;SOUSS;Taroudant;AF;AF1;22210;TR22210;01/05/22;01/05/50;PG6;0,4000;1,5995;0,0000;1,5995;;
21/22;SOUSS;Taroudant;AF;AF1;23110;TR23110;01/05/22;01/05/50;PG7;0,4000;1,1164;0,0000;1,1164;;
21/22;SOUSS;Taroudant;AF;AF1;23210 ;TR23210;01/05/22;01/05/50;PG6;0,4000;1,6593;0,0000;1,6593;;
21/22;SOUSS;Taroudant;AF;AF1;23310;TR23310;01/05/22;01/05/50;PG6;0,4000;1,7356;0,0000;1,7356;;
21/22;SOUSS;Taroudant;AF;AF1;24110;TR24110;01/05/22;01/05/50;PG6;0,4000;0,7758;0,0000;0,7758;;
21/22;SOUSS;Taroudant;AF;AF1;24210;TR24110;01/05/22;01/05/50;PG6;0,4000;2,7940;0,0000;2,7940;;
21/22;SOUSS;Taroudant;AF;AF1;26310;TR26310;01/02/15;;PG4;4,4669;0,0000;0,0000;4,4669;;
21/22;SOUSS;Taroudant;AF;AF1;27310;TR26310;01/02/15;;PG4;4,2373;0,0000;0,0000;4,2373;;
21/22;SOUSS;Taroudant;AF;AF1;28110 ;TR28110;01/05/22;01/05/50;PG7;0,4000;4,0511;0,0000;4,0511;;
21/22;SOUSS;Taroudant;AF;AF3;18210 ;TR18210;01/05/22;01/05/50;PG7;0,4000;1,0664;0,0000;1,0664;;
21/22;SOUSS;Taroudant;CLA;CLA3;21410 ;TR21410;01/07/18;31/10/21;PG7;3,7422;0,0000;3,7422;0,4000;;
21/22;SOUSS;Taroudant;CLA;CLA4;13410;TR13410;02/08/17;28/02/22;PG7;4,2040;0,0000;4,2040;0,4000;;
21/22;SOUSS;Taroudant;CLA;CLA6;11310;TR11310;01/07/18;;PG7;3,5980;0,0000;0,0000;3,5980;;
21/22;SOUSS;Taroudant;CLA;CLA6;12410;TR11310;01/08/18;;PG7;1,7620;0,0000;0,0000;1,7620;;
21/22;SOUSS;Taroudant;CLA;CLA6;12510;TR11310;01/07/18;;PG7;1,1970;0,0000;0,0000;1,1970;;
21/22;SOUSS;Taroudant;CLA;CLA14;25510;TR25510;01/06/15;01/06/50;PG6;1,9270;0,0000;0,0000;1,9270;;
21/22;SOUSS;Taroudant;CLA;CLA15;21110;TR21110;01/09/07;31/01/22;PG2;1,4199;0,0000;1,4199;0,4000;;
21/22;SOUSS;Taroudant;CLA;CLA15;48110;TR48110;01/04/11;;PG6;5,8000;0,0000;0,0000;5,8000;;
21/22;SOUSS;Taroudant;CLA;CLA18;12210;TR12210;01/05/08;;PG2;0,7750;0,0000;0,0000;0,7750;;
21/22;SOUSS;Taroudant;CLA;CLA18;12211;TR12211;01/04/20;;PG2;1,2250;0,0000;0,0000;1,2250;;
21/22;SOUSS;Taroudant;NOA;NOA1;15110;TR16110;01/07/06;31/01/22;PG2;3,4593;0,0000;3,4593;0,4000;;
21/22;SOUSS;Taroudant;NOA;NOA1;16110;TR16110;01/07/06;;PG2;3,9266;0,0000;0,0000;3,9266;;
21/22;SOUSS;Taroudant;ORA;ORA4;33110;TR33110;01/05/06;;PG2;3,3978;0,0000;0,0000;3,3978;;
21/22;SOUSS;Taroudant;ORA;ORA4;34110;TR34110;01/05/06;;PG1;3,5032;0,0000;0,0000;3,5032;;
21/22;SOUSS;Taroudant;ORA;ORA4;35110;TR35110;01/05/06;;PG1;3,2195;0,0000;0,0000;3,2195;;
21/22;SOUSS;Taroudant;ORA;ORA4;36110;TR35110;01/05/06;;PG1;1,0746;0,0000;0,0000;1,0746;;
21/22;SOUSS;Taroudant;ORA;ORA4;36310;TR36310;01/05/06;;PG5;2,2605;0,0000;0,0000;2,2605;;
21/22;SOUSS;Taroudant;ORA;ORA4;37110;TR36310;01/05/06;;PG5;1,9940;0,0000;0,0000;1,9940;;
21/22;SOUSS;Taroudant;SPA;SPA11;36210;TR36210;01/05/06;;PG5;0,7139;0,0000;0,0000;0,7139;;
21/22;TADLA;Bni Ayat;AF;AF3;60210 ;TR60300;01/07/19;31/03/22;PG3;2,0200;0,0000;2,0200;0,4000;;
21/22;TADLA;Bni Ayat;AF;AF3;60220 ;TR60400;01/07/19;31/03/22;PG6;1,1952;0,0000;1,1952;0,4000;;
21/22;TADLA;Bni Ayat;AF;AF3;60221 ;TR60300;01/07/19;31/03/22;PG3;0,6880;0,0000;0,6880;0,4000;;
21/22;TADLA;Bni Ayat;CLA;CLA14;20101;TR20100;14/07/10;01/01/50;PG6;2,3890;0,0000;0,0000;2,3890;;
21/22;TADLA;Bni Ayat;CLA;CLA14;20101-1;TR20100;14/07/10;31/01/22;PG6;2,5303;0,0000;2,5303;0,4000;;
21/22;TADLA;Bni Ayat;CLA;CLA15;10101 ;TR10000;01/07/11;01/01/50;PG4;3,5809;0,0000;0,0000;3,5809;;
21/22;TADLA;Bni Ayat;CLA;CLA15;10301;TR10100;14/05/11;30/12/40;PG7;6,2950;0,0000;0,0000;6,2950;;
21/22;TADLA;Bni Ayat;CLA;CLA15;10304 ;TR10100;11/05/11;30/12/40;PG7;3,1612;0,0000;0,0000;3,1612;;
21/22;TADLA;Bni Ayat;CLA;CLA15;10308 ;TR10100;29/03/13;30/12/45;PG7;1,0742;0,0000;0,0000;1,0742;;
21/22;TADLA;Bni Ayat;CLA;CLA15;30101;TR30000;28/06/11;28/06/41;PG7;4,2129;0,0000;0,0000;4,2129;;
21/22;TADLA;Bni Ayat;CLA;CLA15;30103;TR30000;02/07/11;02/07/41;PG7;4,7401;0,0000;0,0000;4,7401;;
21/22;TADLA;Bni Ayat;CLA;CLA16;20201;TR20000;26/07/10;26/07/40;PG6;4,7912;0,0000;0,0000;4,7912;;
21/22;TADLA;Bni Ayat;CLA;CLA16;20202;TR20000;28/07/10;28/07/40;PG6;4,7466;0,0000;0,0000;4,7466;;
21/22;TADLA;Bni Ayat;CLA;CLA16;20209;TR20000;16/07/10;31/01/22;PG6;1,6684;0,0000;1,6684;0,4000;;
21/22;TADLA;Bni Ayat;MAD;MAD1;60110;TR60000;02/07/19;01/07/49;PG7;1,1080;0,0000;0,0000;1,1080;;
21/22;TADLA;Bni Ayat;MAD;MAD1;60111;TR60100;02/07/19;30/12/45;PG6;1,1085;0,0000;0,0000;1,1085;;
21/22;TADLA;Bni Ayat;MAD;MAD1;60120;TR60200;02/07/19;30/12/45;PG3;3,2350;0,0000;0,0000;3,2350;;
21/22;TADLA;Bni Ayat;MAD;MAD1;60130;TR60200;02/07/19;30/12/45;PG3;1,0497;0,0000;0,0000;1,0497;;
21/22;TADLA;Bni Ayat;ORA;ORA1;20306;TR20200;09/08/17;09/08/47;PG3;4,0000;0,0000;0,0000;4,0000;;
21/22;TADLA;Bni Ayat;ORA;ORA5;10401;TR10200;02/09/11;30/12/40;PG4;4,1303;0,0000;0,0000;4,1303;;
21/22;TADLA;Bni Ayat;ORA;ORA6;10201 ;TR10400;01/04/13;01/07/50;PG3;6,0160;0,0000;0,0000;6,0160;;
21/22;TADLA;Bni Ayat;ORA;ORA6;10403 ;TR10500;01/08/12;30/12/50;PG2;2,4524;0,0000;0,0000;2,4524;;
21/22;TADLA;Bni Ayat;ORA;ORA6;10406 ;TR10600;01/04/13;30/12/50;PG9;1,8384;0,0000;0,0000;1,8384;;
21/22;TADLA;Bni Ayat;ORA;ORA6;10407;TR10500;01/08/12;30/12/50;PG2;1,9081;0,0000;0,0000;1,9081;;
21/22;TADLA;Bni Ayat;ORA;ORA9;20106;TR20400;01/07/19;01/07/49;PG3;3,1332;0,0000;0,0000;3,1332;;
21/22;TADLA;Bni Ayat;ORA;ORA11;20320;TR20300;01/08/18;01/08/48;PG3;1,5370;0,0000;0,0000;1,5370;;
21/22;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;01/08/18;01/08/48;PG3;4,5799;0,0000;0,0000;4,5799;;
21/22;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;01/08/18;01/08/48;PG3;5,1948;0,0000;0,0000;5,1948;;
21/22;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;01/08/18;01/08/48;PG3;3,9732;0,0000;0,0000;3,9732;;
21/22;TADLA;Bni Ayat;ORA;ORA12;10120 ;TR10120;20/06/21;01/07/70;PG7;5,5030;0,0000;0,0000;5,5030;;
21/22;TADLA;Bni Ayat;ORA;ORA12;10215 ;TR10700;01/07/20;01/07/70;PG7;4,3900;0,0000;0,0000;4,3900;;
21/22;TADLA;Bni Ayat;ORA;ORA12;20031;TR20500;01/05/20;01/05/50;PG7;2,5600;0,0000;0,0000;2,5600;;
21/22;TADLA;Bni Ayat;ORA;ORA12;20032;TR20032;01/05/21;01/04/51;PG7;3,6460;0,0000;0,0000;3,6460;;
21/22;TADLA;Bni Ayat;ORA;ORA12;20105;TR20500;01/05/20;01/05/50;PG7;1,5880;0,0000;0,0000;1,5880;;
21/22;TADLA;Bni Ayat;SPA;SPA1;20104;TR20104;26/07/14;01/01/50;PG5;1,6011;0,0000;0,0000;1,6011;;
21/22;TADLA;Bni Ayat;SPA;SPA1;20108;TR20108;25/06/21;25/06/51;PG5;0,7000;0,0000;0,0000;0,7000;;
21/22;TADLA;Beni Mellal;AF;AF1;20010;TR20600;11/07/20;;PG7;4,1410;0,0000;0,0000;4,1410;;
21/22;TADLA;Beni Mellal;AF;AF1;20011;TR20011;23/05/21;23/05/34;PG7;2,3650;0,0000;0,0000;2,3650;;
21/22;TADLA;Beni Mellal;CLA;CLA11;10070 ;TR10100;01/04/97;20/02/22;PG5;2,1586;0,0000;2,1586;0,4000;;
21/22;TADLA;Beni Mellal;CLA;CLA15;20050;TR10200;01/07/08;;PG2;3,0310;0,0000;0,0000;3,0310;;
21/22;TADLA;Beni Mellal;CLA;CLA16;10040;TR10000;01/06/07;20/02/22;PG2;3,0166;0,0000;3,0166;0,4000;;
21/22;TADLA;Beni Mellal;CLA;CLA18;20093;TR20500;01/04/02;25/04/22;PG13;0,4963;0,0000;0,4963;0,4000;;
21/22;TADLA;Beni Mellal;MAD;MAD1;10010;TR10500;09/07/20;;PG7;5,1310;0,0000;0,0000;5,1310;;
21/22;TADLA;Beni Mellal;MAD;MAD1;10011;TR10011;22/05/21;30/12/50;PG7;1,6300;0,0000;0,0000;1,6300;;
21/22;TADLA;Beni Mellal;MAD;MAD3;20042;TR20000;01/04/96;27/12/40;PG5;1,0750;0,0000;0,0000;1,0750;;
21/22;TADLA;Beni Mellal;MAD;MAD3;20043;TR20000;01/04/01;27/12/40;PG5;0,9202;0,0000;0,0000;0,9202;;
21/22;TADLA;Beni Mellal;ORA;ORA2;10100;TR10400;01/04/00;;PG1;1,5059;0,0000;0,0000;1,5059;;
21/22;TADLA;Beni Mellal;ORA;ORA2;20030;TR20400;01/04/02;;PG1;2,5816;0,0000;0,0000;2,5816;;
21/22;TADLA;Beni Mellal;ORA;ORA2;20070;TR20400;01/04/05;;PG1;3,0784;0,0000;0,0000;3,0784;;
21/22;TADLA;Beni Mellal;ORA;ORA2;20080;TR20400;01/04/04;27/12/40;PG1;3,4789;0,0000;0,0000;3,4789;;
21/22;TADLA;Beni Mellal;ORA;ORA11;10080;TR10300;01/04/97;;PG5;2,0000;0,0000;0,0000;2,0000;;
21/22;TADLA;Beni Mellal;ORA;ORA11;20044;TR20100;01/04/93;27/12/40;PG5;1,0221;0,0000;0,0000;1,0221;;
21/22;TADLA;Beni Mellal;ORA;ORA11;20045;TR20100;01/04/93;;PG5;1,1974;0,0000;0,0000;1,1974;;
21/22;TADLA;Beni Mellal;ORA;ORA11;20060;TR20300;01/04/05;;PG9;2,3116;0,0000;0,0000;2,3116;;
21/22;TADLA;Beni Mellal;CLA;CLA7;10050;TR10100;01/03/08;;PG2;1,8742;0,0000;0,0000;1,8742;;
21/22;TADLA;Beni Mellal;CLA;CLA7;30061;TR30100;01/06/08;;PG2;3,5140;0,0000;0,0000;3,5140;;
21/22;TADLA;Beni Mellal;CLA;CLA15;30060;TR30400;01/06/08;;PG2;3,4900;0,0000;0,0000;3,4900;;
21/22;TADLA;Beni Mellal;CLA;CLA16;20030;TR20300;01/05/06;;PG2;3,8331;0,0000;0,0000;3,8331;;
21/22;TADLA;Beni Mellal;CLA;CLA17;10040;TR10000;01/06/06;31/01/22;PG2;1,8054;0,0000;1,8054;0,4000;;
21/22;TADLA;Beni Mellal;CLA;CLA17;20060;TR20200;01/05/06;31/01/22;PG2;3,1634;0,0000;3,1634;0,4000;;
21/22;TADLA;Beni Mellal;CLA;CLA18;10013;TR10013;04/09/18;31/08/22;PG13;1,3168;0,0000;1,3168;0,4000;;
21/22;TADLA;Beni Mellal;CLA;CLA18;40010;TR40010;04/09/18;31/08/22;PG13;0,7230;0,0000;0,7230;0,4000;;
21/22;TADLA;Beni Mellal;MAD;MAD1;30011;TR30011;01/06/21;;PG5;1,5370;0,0000;0,0000;1,5370;;
21/22;TADLA;Beni Mellal;MAD;MAD1;30021;TR30021;01/06/21;;PG4;1,4170;0,0000;0,0000;1,4170;;
21/22;TADLA;Beni Mellal;MAD;MAD2;30010;TR30010;01/05/21;;PG4;3,6730;0,0000;0,0000;3,6730;;
21/22;TADLA;Beni Mellal;ORA;ORA2;30030;TR30500;01/05/06;;PG2;6,7459;0,0000;0,0000;6,7459;;
21/22;TADLA;Beni Mellal;ORA;ORA2;30080;TR30500;01/06/08;;PG2;6,7750;0,0000;0,0000;6,7750;;
21/22;TADLA;Beni Mellal;ORA;ORA4;20070;TR20400;01/05/07;;PG2;4,0189;0,0000;0,0000;4,0189;;
21/22;TADLA;Beni Mellal;ORA;ORA4;30040;TR30200;01/05/06;;PG2;7,8103;0,0000;0,0000;7,8103;;
21/22;TADLA;Beni Mellal;ORA;ORA4;30051;TR30200;01/08/08;;PG2;3,8620;0,0000;0,0000;3,8620;;
21/22;TADLA;Beni Mellal;ORA;ORA5;20010;TR20000;31/12/13;;PG2;5,1430;0,0000;0,0000;5,1430;;
21/22;TADLA;Beni Mellal;ORA;ORA5;30041;TR30000;01/08/08;;PG2;2,5690;0,0000;0,0000;2,5690;;
21/22;TADLA;Beni Mellal;ORA;ORA9;30020;TR30300;12/09/19;;PG5;3,6340;0,0000;0,0000;3,6340;;
21/22;TADLA;Beni Mellal;ORA;ORA11;20021;TR20100;01/08/18;;PG5;2,7160;0,0000;0,0000;2,7160;;
21/22;TADLA;Beni Mellal;ORA;ORA11;20050;TR20100;01/08/18;;PG5;3,8409;0,0000;0,0000;3,8409;;
21/22;TADLA;Beni Mellal;SPA;SPA1;10013;TR10013;01/08/18;04/09/30;PG13;1,5610;0,0000;0,0000;1,5610;;
21/22;TADLA;Beni Mellal;SPA;SPA1;40010;TR40010;01/08/18;04/09/30;PG4;0,7230;0,0000;0,0000;0,7230;;
21/22;TADLA;Beni Mellal;SPA;SPA1;40020;TR40020;01/07/20;30/09/26;PG13;0,9640;0,0000;0,0000;0,9640;;
22/23;GHARB;Douar Oued Mahdouma;AF;AF1;11011;TR11011;01/07/05;;PG1;5,3219;0,0000;0,0000;5,3219;;
22/23;GHARB;Douar Oued Mahdouma;AF;AF1;12010;TR12010;01/07/05;;PG2;3,1979;0,0000;0,0000;3,1979;;
22/23;GHARB;Douar Oued Mahdouma;AF;AF1;12020;TR12020;01/07/05;;PG2;7,3516;0,0000;0,0000;7,3516;;
22/23;GHARB;Douar Oued Mahdouma;AF;AF1;12050;TR12050;02/07/09;;PG3;2,0610;0,0000;0,0000;2,0610;;
22/23;GHARB;Douar Oued Mahdouma;AF;AF1;13010;TR13010;04/06/14;;PG2;5,6639;0,0000;0,0000;5,6639;;
